ID,Name,AnimalType,AgeuponOutcome,Breed,Color,Sex,Neutered,Year,Month,Day,Hour,Minute
3579,Has Name,Dog,9,Hybrid,Black,Female,Neutered,2014,12,21,18,20
3580,Has Name,Dog,208,Hybrid,Apricot,Female,Intact,2013,10,24,15,29
3581,Has Name,Dog,22,Hybrid,Brown,Male,Neutered,2014,7,4,18,41
3582,No Name,Cat,1,Hybrid,Orange,Female,Unknown,2015,6,7,12,36
3583,Has Name,Dog,104,Hybrid,Black,Female,Intact,2016,1,16,16,46
3584,Has Name,Dog,416,Hybrid,White,Male,Neutered,2014,5,19,12,11
3585,Has Name,Dog,52,Purebred,Brown,Male,Neutered,2015,4,2,13,51
3586,Has Name,Dog,52,Hybrid,Black,Male,Neutered,2014,4,17,18,29
3587,Has Name,Dog,52,Hybrid,Sable,Male,Neutered,2014,7,7,17,54
3588,Has Name,Dog,104,Hybrid,Gray,Male,Neutered,2014,9,9,13,37
3589,No Name,Dog,36,Hybrid,Black,Male,Neutered,2014,12,7,18,29
3590,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2015,1,4,18,51
3591,Has Name,Dog,208,Hybrid,Brown,Female,Neutered,2013,11,28,10,41
3592,Has Name,Cat,9,Hybrid,Calico,Female,Neutered,2014,6,1,17,15
3593,Has Name,Cat,9,Hybrid,Brown,Male,Neutered,2015,7,8,18,26
3594,Has Name,Dog,4,Hybrid,Black,Female,Neutered,2016,2,13,18,58
3595,Has Name,Cat,156,Hybrid,Orange,Female,Neutered,2015,10,17,11,48
3596,No Name,Cat,0,Hybrid,Tortie,Female,Intact,2015,1,2,14,9
3597,Has Name,Cat,312,Hybrid,Tortie,Female,Neutered,2015,10,18,0,0
3598,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2015,11,11,11,36
3599,Has Name,Cat,13,Hybrid,Orange,Male,Neutered,2014,12,2,14,29
3600,Has Name,Cat,4,Hybrid,Black,Male,Intact,2014,3,28,11,44
3601,Has Name,Dog,156,Hybrid,Silver,Male,Neutered,2014,10,27,11,11
3602,Has Name,Dog,104,Hybrid,White,Female,Neutered,2014,1,14,18,43
3603,Has Name,Dog,156,Hybrid,Red,Male,Neutered,2014,4,23,16,3
3604,Has Name,Cat,18,Hybrid,Orange,Male,Neutered,2015,8,18,17,12
3605,Has Name,Dog,312,Hybrid,Tan,Female,Neutered,2014,1,30,12,51
3606,Has Name,Cat,4,Hybrid,Black,Male,Intact,2015,10,7,14,22
3607,Has Name,Dog,52,Hybrid,Tan,Female,Neutered,2015,10,11,18,49
3608,Has Name,Dog,572,Purebred,Tan,Male,Neutered,2014,6,18,15,2
3609,Has Name,Dog,208,Purebred,Black,Male,Intact,2015,3,24,13,17
3610,Has Name,Cat,104,Hybrid,Black,Female,Neutered,2015,1,11,14,21
3611,Has Name,Dog,312,Hybrid,Brown,Female,Neutered,2015,3,14,12,18
3612,No Name,Cat,208,Hybrid,Blue,Male,Intact,2015,3,13,9,0
3613,Has Name,Dog,104,Hybrid,White,Male,Neutered,2015,7,20,15,51
3614,Has Name,Dog,156,Hybrid,White,Male,Neutered,2015,6,28,12,32
3615,Has Name,Dog,104,Purebred,White,Female,Intact,2014,4,23,16,55
3616,Has Name,Dog,156,Hybrid,Brown,Male,Neutered,2015,1,4,13,58
3617,Has Name,Cat,52,Hybrid,Brown,Female,Neutered,2014,6,13,11,54
3618,No Name,Dog,4,Hybrid,Tricolor,Male,Intact,2013,10,29,11,27
3619,Has Name,Dog,40,Hybrid,Black,Male,Neutered,2013,10,1,13,59
3620,Has Name,Dog,52,Hybrid,Blue,Female,Neutered,2016,1,3,17,20
3621,Has Name,Cat,52,Hybrid,Lynx,Female,Neutered,2014,1,11,18,45
3622,Has Name,Dog,208,Hybrid,Chocolate,Male,Neutered,2015,12,15,12,18
3623,Has Name,Dog,52,Hybrid,Tricolor,Male,Neutered,2014,1,17,19,32
3624,Has Name,Dog,364,Hybrid,White,Male,Intact,2015,11,9,12,38
3625,Has Name,Cat,9,Hybrid,Black,Female,Neutered,2014,10,27,16,53
3626,No Name,Cat,0,Hybrid,Brown,Male,Intact,2014,3,26,16,57
3627,Has Name,Cat,104,Hybrid,Blue,Male,Neutered,2015,12,29,19,56
3628,Has Name,Cat,52,Hybrid,Brown,Male,Intact,2014,10,12,9,0
3629,Has Name,Cat,52,Hybrid,Blue,Female,Intact,2014,7,30,10,45
3630,No Name,Dog,52,Hybrid,Tan,Female,Neutered,2013,11,9,15,37
3631,Has Name,Dog,312,Hybrid,Blue,Female,Neutered,2013,12,28,18,15
3632,No Name,Cat,2,Hybrid,Black,Female,Intact,2014,5,17,18,40
3633,Has Name,Dog,104,Hybrid,Black,Female,Neutered,2014,9,20,12,30
3634,Has Name,Cat,31,Hybrid,Black,Female,Neutered,2016,1,20,7,24
3635,No Name,Dog,9,Hybrid,Black,Male,Intact,2013,11,8,15,1
3636,No Name,Dog,52,Hybrid,Brown,Female,Neutered,2013,12,6,18,29
3637,Has Name,Cat,52,Hybrid,Brown,Female,Neutered,2015,9,19,11,8
3638,No Name,Dog,156,Hybrid,White,Male,Intact,2015,5,29,15,35
3639,Has Name,Dog,52,Hybrid,Red,Female,Neutered,2014,2,15,17,42
3640,Has Name,Dog,104,Hybrid,Black,Male,Intact,2013,12,4,12,56
3641,Has Name,Dog,52,Hybrid,White,Female,Intact,2014,5,21,18,50
3642,Has Name,Cat,1040,Hybrid,Tortie,Female,Intact,2015,2,15,16,6
3643,Has Name,Cat,4,Hybrid,Blue,Male,Intact,2013,11,22,12,32
3644,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2015,1,1,12,10
3645,No Name,Dog,9,Hybrid,Black,Male,Neutered,2015,8,9,18,11
3646,Has Name,Cat,104,Hybrid,Cream,Female,Neutered,2014,3,31,17,34
3647,Has Name,Dog,52,Hybrid,Tan,Male,Intact,2015,11,5,12,42
3648,Has Name,Dog,52,Hybrid,Fawn,Male,Neutered,2015,1,27,0,0
3649,Has Name,Cat,9,Hybrid,Orange,Female,Neutered,2015,6,25,8,42
3650,Has Name,Dog,52,Hybrid,Chocolate,Male,Neutered,2014,8,12,18,40
3651,Has Name,Cat,13,Hybrid,Cream,Female,Neutered,2014,7,12,20,40
3652,Has Name,Dog,312,Hybrid,Black,Male,Neutered,2014,8,19,12,36
3653,No Name,Dog,27,Hybrid,Brown,Male,Intact,2014,12,30,16,10
3654,Has Name,Cat,52,Hybrid,Brown,Female,Intact,2015,7,24,13,18
3655,No Name,Cat,52,Hybrid,Blue,Female,Intact,2014,8,13,9,0
3656,Has Name,Dog,31,Hybrid,Blue,Female,Neutered,2015,2,12,16,11
3657,No Name,Dog,208,Hybrid,Yellow,Male,Intact,2015,6,29,11,44
3658,No Name,Cat,0,Hybrid,Calico,Female,Intact,2015,8,26,0,0
3659,No Name,Cat,104,Hybrid,Cream,Female,Unknown,2015,10,1,9,0
3660,Has Name,Dog,9,Hybrid,Black,Female,Neutered,2013,10,14,18,12
3661,Has Name,Cat,45,Hybrid,Brown,Male,Neutered,2014,2,21,11,12
3662,Has Name,Dog,468,Hybrid,White,Male,Neutered,2014,5,12,18,1
3663,Has Name,Cat,9,Hybrid,Blue,Female,Neutered,2015,7,9,17,59
3664,Has Name,Cat,9,Hybrid,Brown,Female,Neutered,2015,3,11,7,55
3665,Has Name,Dog,312,Hybrid,White,Female,Neutered,2014,6,27,17,7
3666,Has Name,Dog,22,Hybrid,Brown,Male,Neutered,2013,10,15,13,16
3667,No Name,Dog,9,Hybrid,White,Female,Intact,2014,7,7,17,16
3668,Has Name,Dog,27,Hybrid,Black,Female,Neutered,2014,11,30,12,16
3669,Has Name,Dog,520,Hybrid,Black,Male,Intact,2015,6,16,14,15
3670,Has Name,Cat,49,Hybrid,White,Male,Neutered,2014,5,16,17,15
3671,Has Name,Dog,260,Hybrid,Tan,Male,Neutered,2015,1,28,12,8
3672,No Name,Dog,22,Hybrid,Chocolate,Male,Intact,2014,7,2,19,12
3673,Has Name,Dog,156,Hybrid,White,Male,Neutered,2015,5,29,12,37
3674,Has Name,Dog,104,Hybrid,Brown,Male,Intact,2015,8,9,11,51
3675,Has Name,Dog,156,Hybrid,Black,Female,Neutered,2015,8,29,13,32
3676,No Name,Cat,104,Hybrid,Blue,Female,Unknown,2015,2,8,9,0
3677,Has Name,Cat,4,Hybrid,Brown,Female,Intact,2014,9,26,15,3
3678,Has Name,Dog,22,Hybrid,Brown,Male,Intact,2014,1,15,12,57
3679,No Name,Cat,2,Hybrid,Brown,Female,Intact,2014,8,25,15,14
3680,Has Name,Dog,18,Hybrid,Tan,Male,Neutered,2015,5,28,17,45
3681,No Name,Dog,104,Hybrid,Black,Male,Neutered,2014,4,26,11,13
3682,Has Name,Cat,36,Hybrid,White,Male,Neutered,2013,12,12,13,14
3683,Has Name,Dog,52,Hybrid,White,Female,Neutered,2015,3,23,17,12
3684,Has Name,Dog,22,Hybrid,Tricolor,Female,Neutered,2015,11,5,16,16
3685,Has Name,Cat,4,Hybrid,Lynx,Male,Intact,2014,7,2,14,26
3686,Has Name,Dog,260,Hybrid,White,Male,Neutered,2015,5,21,11,25
3687,No Name,Dog,18,Hybrid,Black,Male,Intact,2013,11,24,13,5
3688,Has Name,Dog,40,Hybrid,Sable,Male,Neutered,2014,7,20,13,13
3689,No Name,Cat,416,Hybrid,Black,Male,Neutered,2015,4,25,9,0
3690,No Name,Cat,52,Hybrid,Brown,Male,Intact,2014,5,30,8,0
3691,Has Name,Dog,260,Hybrid,Brown,Male,Neutered,2016,2,17,16,54
3692,No Name,Cat,52,Hybrid,Blue,Female,Neutered,2014,3,28,18,31
3693,No Name,Cat,9,Hybrid,White,Female,Neutered,2014,9,27,10,23
3694,No Name,Dog,208,Hybrid,Red,Male,Neutered,2014,2,11,18,50
3695,Has Name,Dog,260,Hybrid,Brown,Male,Neutered,2014,8,14,16,2
3696,No Name,Cat,0,Hybrid,Orange,Female,Unknown,2014,7,18,15,47
3697,Has Name,Dog,52,Hybrid,White,Female,Neutered,2014,9,20,19,13
3698,Has Name,Cat,156,Hybrid,Calico,Female,Neutered,2015,11,6,15,15
3699,Has Name,Dog,208,Hybrid,Brown,Female,Neutered,2013,11,14,9,2
3700,No Name,Dog,104,Hybrid,Black,Male,Intact,2014,1,22,17,32
3701,No Name,Cat,208,Hybrid,Orange,Male,Intact,2015,5,27,15,44
3702,Has Name,Dog,104,Purebred,Red,Male,Neutered,2014,8,30,17,18
3703,No Name,Cat,2,Hybrid,Gray,Female,Intact,2015,7,15,16,11
3704,Has Name,Cat,13,Hybrid,Calico,Female,Neutered,2013,10,6,13,55
3705,Has Name,Cat,4,Hybrid,Black,Male,Intact,2015,7,11,16,32
3706,Has Name,Cat,13,Hybrid,Brown,Male,Neutered,2015,9,12,16,48
3707,No Name,Cat,104,Hybrid,Flame,Female,Unknown,2015,7,3,18,15
3708,No Name,Cat,9,Hybrid,Orange,Male,Neutered,2015,9,13,19,33
3709,Has Name,Cat,4,Hybrid,Torbie,Female,Neutered,2014,6,8,16,33
3710,Has Name,Dog,52,Hybrid,Tan,Female,Neutered,2015,7,10,12,52
3711,Has Name,Dog,52,Hybrid,Black,Female,Neutered,2015,1,22,14,49
3712,No Name,Cat,1,Hybrid,Gray,Female,Unknown,2014,6,13,10,52
3713,No Name,Dog,4,Purebred,Chocolate,Female,Neutered,2015,5,30,18,19
3714,No Name,Cat,208,Hybrid,Calico,Female,Intact,2015,9,16,9,0
3715,No Name,Cat,18,Hybrid,Blue,Male,Neutered,2014,8,30,17,46
3716,No Name,Cat,260,Hybrid,Brown,Male,Neutered,2015,11,6,14,36
3717,Has Name,Dog,364,Hybrid,White,Female,Neutered,2015,11,27,18,36
3718,Has Name,Dog,104,Hybrid,Tan,Male,Neutered,2013,10,12,13,5
3719,Has Name,Cat,13,Hybrid,Tortie,Female,Neutered,2015,11,11,12,42
3720,No Name,Dog,9,Hybrid,Buff,Male,Neutered,2014,12,4,16,54
3721,No Name,Cat,3,Hybrid,Blue,Female,Intact,2014,4,17,17,39
3722,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2016,1,21,15,1
3723,Has Name,Dog,156,Hybrid,Black,Male,Neutered,2014,9,9,16,16
3724,Has Name,Cat,104,Hybrid,Brown,Female,Neutered,2014,5,5,14,34
3725,No Name,Dog,520,Hybrid,Brown,Male,Neutered,2015,7,10,11,39
3726,Has Name,Cat,260,Hybrid,Blue,Female,Intact,2015,12,29,19,56
3727,Has Name,Dog,18,Hybrid,Black,Male,Neutered,2015,12,16,19,0
3728,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2014,11,18,13,29
3729,Has Name,Cat,884,Hybrid,Blue,Female,Neutered,2015,8,14,17,57
3730,No Name,Cat,4,Hybrid,Black,Female,Intact,2014,5,4,13,48
3731,Has Name,Dog,312,Hybrid,Black,Male,Neutered,2015,10,21,0,0
3732,Has Name,Dog,156,Hybrid,White,Female,Neutered,2014,2,1,13,35
3733,No Name,Cat,3,Hybrid,Black,Male,Intact,2014,9,21,15,28
3734,Has Name,Dog,364,Hybrid,White,Female,Neutered,2015,7,3,17,3
3735,Has Name,Dog,156,Hybrid,White,Male,Neutered,2015,1,26,18,5
3736,Has Name,Dog,156,Hybrid,White,Male,Neutered,2015,12,27,16,54
3737,Has Name,Cat,9,Hybrid,Black,Female,Intact,2014,6,29,14,59
3738,Has Name,Dog,36,Hybrid,White,Male,Neutered,2013,12,27,13,19
3739,Has Name,Dog,52,Hybrid,Black,Male,Neutered,2015,5,6,18,31
3740,Has Name,Dog,104,Hybrid,Tan,Male,Neutered,2015,11,5,11,37
3741,No Name,Cat,3,Hybrid,Torbie,Female,Intact,2014,9,10,18,48
3742,Has Name,Dog,52,Hybrid,Red,Male,Neutered,2014,9,16,12,0
3743,No Name,Cat,3,Hybrid,Brown,Female,Intact,2014,7,29,19,10
3744,Has Name,Dog,260,Hybrid,Brown,Male,Neutered,2016,2,14,16,38
3745,No Name,Dog,4,Hybrid,White,Male,Neutered,2015,5,9,13,46
3746,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2013,11,20,18,56
3747,No Name,Cat,9,Hybrid,Lilac,Female,Unknown,2015,6,6,13,11
3748,Has Name,Cat,9,Hybrid,Brown,Male,Neutered,2015,5,9,17,16
3749,Has Name,Cat,27,Hybrid,Brown,Female,Neutered,2014,3,8,12,59
3750,Has Name,Dog,104,Hybrid,Tricolor,Male,Neutered,2014,11,15,13,8
3751,No Name,Dog,156,Hybrid,White,Female,Neutered,2015,10,12,16,55
3752,Has Name,Dog,208,Hybrid,Tan,Male,Neutered,2015,9,16,13,5
3753,No Name,Cat,3,Hybrid,Black,Male,Intact,2015,7,13,13,50
3754,Has Name,Cat,520,Hybrid,Brown,Male,Neutered,2015,11,16,14,47
3755,Has Name,Dog,416,Hybrid,Brown,Male,Neutered,2014,3,12,14,57
3756,Has Name,Dog,49,Hybrid,Cream,Female,Neutered,2015,7,9,16,3
3757,No Name,Cat,27,Hybrid,Brown,Female,Intact,2015,2,4,9,0
3758,Has Name,Cat,156,Hybrid,Orange,Male,Neutered,2015,12,31,13,58
3759,Has Name,Cat,4,Hybrid,Cream,Female,Neutered,2015,6,30,15,32
3760,Has Name,Cat,9,Hybrid,Cream,Female,Intact,2015,11,18,12,31
3761,Has Name,Cat,9,Hybrid,Blue,Female,Neutered,2015,6,29,17,56
3762,Has Name,Dog,156,Hybrid,White,Female,Neutered,2014,11,23,14,17
3763,Has Name,Cat,4,Hybrid,Black,Female,Intact,2015,10,6,15,8
3764,Has Name,Cat,9,Hybrid,Blue,Female,Neutered,2015,12,16,18,13
3765,Has Name,Cat,104,Hybrid,Blue,Male,Neutered,2016,2,9,14,38
3766,Has Name,Dog,4,Hybrid,Sable,Female,Neutered,2015,6,24,14,1
3767,Has Name,Cat,18,Hybrid,Blue,Female,Intact,2016,2,2,12,58
3768,No Name,Dog,52,Hybrid,Sable,Male,Neutered,2014,10,29,16,36
3769,No Name,Cat,104,Hybrid,Black,Female,Intact,2014,6,11,19,3
3770,Has Name,Dog,40,Hybrid,White,Female,Neutered,2015,8,3,14,25
3771,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2015,3,14,13,37
3772,Has Name,Dog,9,Hybrid,Black,Female,Neutered,2014,9,8,16,23
3773,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2016,2,15,17,24
3774,Has Name,Dog,312,Hybrid,Red,Male,Neutered,2015,12,16,12,39
3775,Has Name,Dog,52,Hybrid,Red,Female,Neutered,2015,3,29,16,6
3776,Has Name,Dog,22,Hybrid,Black,Female,Neutered,2014,6,9,12,41
3777,No Name,Cat,0,Hybrid,Black,Female,Unknown,2014,4,27,12,15
3778,No Name,Cat,9,Hybrid,Orange,Male,Intact,2015,11,9,0,0
3779,Has Name,Cat,468,Hybrid,Calico,Female,Neutered,2015,3,19,15,53
3780,No Name,Cat,9,Hybrid,Blue,Male,Neutered,2014,6,8,12,14
3781,Has Name,Dog,104,Hybrid,White,Female,Intact,2013,10,10,15,32
3782,No Name,Cat,3,Hybrid,Black,Male,Intact,2014,4,17,14,30
3783,No Name,Cat,52,Hybrid,Brown,Female,Neutered,2014,5,15,19,44
3784,Has Name,Dog,156,Hybrid,Tan,Female,Neutered,2014,9,20,17,28
3785,Has Name,Dog,156,Hybrid,Blue,Male,Intact,2013,11,11,15,31
3786,Has Name,Dog,208,Hybrid,Red,Female,Neutered,2014,11,14,15,37
3787,Has Name,Dog,36,Hybrid,Black,Male,Neutered,2014,12,19,13,24
3788,Has Name,Dog,22,Hybrid,White,Female,Neutered,2013,11,3,17,52
3789,Has Name,Cat,9,Hybrid,Brown,Female,Neutered,2015,3,12,10,31
3790,No Name,Cat,22,Hybrid,Blue,Male,Intact,2014,8,30,9,0
3791,Has Name,Dog,104,Purebred,White,Female,Neutered,2015,2,10,12,35
3792,Has Name,Dog,104,Hybrid,White,Male,Neutered,2014,5,18,9,9
3793,No Name,Cat,31,Hybrid,White,Male,Intact,2015,8,25,19,23
3794,Has Name,Dog,52,Hybrid,Brown,Male,Neutered,2015,7,27,18,39
3795,No Name,Cat,1,Hybrid,Black,Female,Unknown,2015,8,10,15,8
3796,Has Name,Dog,104,Hybrid,Tan,Male,Neutered,2015,4,30,14,44
3797,Has Name,Cat,9,Hybrid,Torbie,Female,Neutered,2015,7,29,16,10
3798,Has Name,Cat,9,Hybrid,Blue,Female,Neutered,2013,10,13,17,47
3799,No Name,Cat,2,Hybrid,Torbie,Female,Intact,2014,4,8,13,58
3800,Has Name,Dog,520,Purebred,Tricolor,Female,Intact,2013,10,22,16,4
3801,Has Name,Cat,676,Hybrid,Lynx,Female,Neutered,2014,12,5,14,8
3802,Has Name,Dog,104,Hybrid,Tan,Male,Intact,2014,11,5,15,36
3803,No Name,Cat,13,Hybrid,Blue,Female,Intact,2014,10,12,9,0
3804,No Name,Cat,52,Purebred,Tortie,Female,Intact,2015,7,6,9,0
3805,Has Name,Cat,520,Hybrid,Brown,Female,Neutered,2016,1,17,12,16
3806,Has Name,Dog,156,Hybrid,Black,Male,Neutered,2013,10,6,17,33
3807,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2015,1,19,17,9
3808,No Name,Cat,3,Hybrid,Black,Male,Intact,2015,10,27,12,20
3809,Has Name,Dog,468,Hybrid,Tan,Female,Neutered,2014,2,12,11,12
3810,No Name,Cat,9,Hybrid,Orange,Female,Unknown,2015,6,16,9,0
3811,Has Name,Dog,52,Purebred,Black,Male,Intact,2014,4,18,11,11
3812,Has Name,Dog,728,Purebred,Red,Female,Neutered,2015,9,27,11,13
3813,No Name,Dog,52,Hybrid,White,Female,Neutered,2014,10,11,19,6
3814,No Name,Dog,4,Hybrid,Brown,Male,Intact,2015,9,10,11,45
3815,No Name,Dog,52,Hybrid,Tan,Female,Intact,2014,12,9,16,10
3816,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2015,7,24,11,14
3817,No Name,Dog,52,Hybrid,Black,Male,Neutered,2014,5,23,18,3
3818,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2015,2,10,13,24
3819,Has Name,Cat,4,Hybrid,Brown,Female,Intact,2014,9,26,15,3
3820,Has Name,Dog,104,Hybrid,Tan,Female,Intact,2013,12,17,14,55
3821,Has Name,Cat,13,Hybrid,Black,Male,Neutered,2016,1,9,18,11
3822,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2015,9,26,12,48
3823,Has Name,Dog,520,Purebred,Gray,Male,Neutered,2014,3,13,11,18
3824,Has Name,Dog,52,Hybrid,Sable,Male,Neutered,2014,9,14,16,39
3825,Has Name,Dog,52,Hybrid,Black,Male,Neutered,2014,1,1,11,34
3826,Has Name,Dog,4,Hybrid,White,Female,Neutered,2014,5,5,17,46
3827,No Name,Cat,104,Hybrid,White,Female,Unknown,2014,11,24,9,0
3828,Has Name,Cat,9,Hybrid,Brown,Female,Neutered,2015,6,24,18,25
3829,Has Name,Dog,104,Hybrid,Brown,Male,Neutered,2016,1,18,12,5
3830,Has Name,Dog,52,Hybrid,Chocolate,Male,Neutered,2015,3,20,12,42
3831,No Name,Cat,52,Purebred,Calico,Female,Neutered,2014,2,19,18,35
3832,Has Name,Cat,208,Hybrid,Blue,Female,Neutered,2014,7,12,15,0
3833,Has Name,Dog,156,Hybrid,White,Male,Intact,2014,8,5,18,25
3834,Has Name,Cat,156,Hybrid,Torbie,Female,Neutered,2013,10,27,14,42
3835,No Name,Cat,0,Hybrid,Tortie,Female,Intact,2013,10,6,18,48
3836,No Name,Cat,208,Hybrid,Tortie,Female,Neutered,2014,5,3,12,25
3837,Has Name,Dog,52,Hybrid,Brown,Female,Neutered,2015,12,15,15,16
3838,Has Name,Cat,416,Hybrid,Orange,Male,Neutered,2014,6,2,19,2
3839,No Name,Cat,9,Hybrid,Black,Female,Neutered,2015,7,18,19,59
3840,Has Name,Cat,52,Hybrid,Brown,Female,Intact,2014,2,26,15,14
3841,No Name,Cat,3,Hybrid,Cream,Male,Intact,2013,12,4,14,38
3842,No Name,Cat,0,Hybrid,Brown,Female,Unknown,2015,4,12,13,41
3843,Has Name,Dog,260,Hybrid,White,Female,Neutered,2015,5,19,16,46
3844,Has Name,Dog,36,Hybrid,Tan,Female,Neutered,2015,5,21,11,39
3845,Has Name,Dog,104,Hybrid,Fawn,Male,Neutered,2014,11,27,8,48
3846,Has Name,Dog,27,Hybrid,Brown,Male,Intact,2014,5,30,16,6
3847,Has Name,Cat,4,Hybrid,Brown,Male,Intact,2014,8,9,16,15
3848,Has Name,Cat,18,Hybrid,Brown,Female,Neutered,2015,3,1,18,30
3849,Has Name,Dog,45,Hybrid,Brown,Male,Neutered,2015,6,15,16,2
3850,No Name,Cat,9,Hybrid,Black,Female,Neutered,2014,6,12,18,56
3851,Has Name,Dog,260,Hybrid,Gray,Female,Neutered,2015,10,12,16,14
3852,No Name,Dog,27,Hybrid,Black,Female,Neutered,2015,2,4,18,4
3853,Has Name,Cat,416,Hybrid,Black,Female,Neutered,2013,11,18,16,5
3854,Has Name,Cat,9,Hybrid,Blue,Male,Neutered,2013,10,8,18,27
3855,No Name,Dog,9,Hybrid,Brown,Female,Neutered,2014,9,20,15,59
3856,Has Name,Cat,9,Hybrid,Tortie,Female,Intact,2015,6,15,12,32
3857,Has Name,Dog,52,Hybrid,Red,Male,Neutered,2014,11,8,17,37
3858,Has Name,Dog,52,Hybrid,Blue,Male,Neutered,2014,10,7,14,18
3859,Has Name,Cat,27,Hybrid,Brown,Female,Neutered,2015,10,19,18,7
3860,Has Name,Dog,18,Purebred,Black,Female,Intact,2014,1,28,14,4
3861,No Name,Cat,104,Hybrid,White,Male,Intact,2015,9,10,9,0
3862,Has Name,Cat,780,Hybrid,Tortie,Female,Neutered,2015,4,7,14,57
3863,Has Name,Dog,52,Hybrid,Tricolor,Male,Neutered,2015,9,7,14,55
3864,No Name,Cat,1,Hybrid,White,Female,Unknown,2015,8,22,15,43
3865,No Name,Cat,52,Hybrid,White,Male,Intact,2014,7,4,9,0
3866,Has Name,Dog,260,Hybrid,Tricolor,Female,Neutered,2015,2,25,14,35
3867,Has Name,Dog,52,Hybrid,Brown,Male,Neutered,2015,11,3,11,34
3868,Has Name,Dog,9,Hybrid,Sable,Male,Intact,2015,9,5,11,32
3869,No Name,Cat,0,Hybrid,Blue,Male,Intact,2014,3,26,13,24
3870,Has Name,Dog,156,Hybrid,White,Female,Neutered,2014,7,30,12,58
3871,No Name,Dog,52,Hybrid,Tricolor,Male,Neutered,2013,11,3,18,31
3872,No Name,Cat,52,Hybrid,Black,Female,Unknown,2014,8,12,9,0
3873,Has Name,Cat,104,Hybrid,Brown,Female,Neutered,2015,2,12,14,58
3874,No Name,Dog,312,Purebred,Red,Female,Neutered,2015,2,1,11,39
3875,Has Name,Cat,104,Hybrid,Black,Male,Neutered,2014,1,9,16,19
3876,No Name,Cat,3,Hybrid,Black,Male,Intact,2015,6,8,16,24
3877,Has Name,Dog,624,Purebred,Tricolor,Male,Intact,2015,1,8,14,17
3878,Has Name,Dog,208,Hybrid,White,Male,Neutered,2014,1,9,15,45
3879,Has Name,Dog,104,Hybrid,Brown,Male,Intact,2014,6,2,12,50
3880,Has Name,Cat,9,Hybrid,Black,Male,Neutered,2014,8,24,17,47
3881,No Name,Cat,2,Hybrid,Blue,Female,Unknown,2015,5,25,12,50
3882,Has Name,Dog,104,Hybrid,White,Male,Neutered,2013,11,9,12,44
3883,No Name,Cat,52,Hybrid,Black,Female,Unknown,2015,3,23,9,0
3884,Has Name,Cat,260,Hybrid,Blue,Male,Neutered,2016,2,11,13,38
3885,Has Name,Dog,104,Hybrid,Tricolor,Female,Intact,2015,11,1,0,0
3886,Has Name,Dog,260,Hybrid,Black,Male,Neutered,2014,7,21,14,15
3887,Has Name,Dog,52,Hybrid,Black,Male,Neutered,2016,2,15,15,47
3888,Has Name,Cat,18,Hybrid,Cream,Male,Neutered,2013,10,15,18,6
3889,Has Name,Cat,13,Hybrid,Black,Female,Neutered,2013,12,20,17,36
3890,Has Name,Cat,52,Hybrid,Brown,Female,Neutered,2013,12,2,16,17
3891,No Name,Cat,9,Hybrid,Blue,Female,Neutered,2015,6,11,16,50
3892,No Name,Dog,9,Hybrid,White,Male,Intact,2014,5,31,16,30
3893,No Name,Cat,1,Hybrid,Calico,Female,Intact,2014,6,24,19,14
3894,Has Name,Dog,468,Purebred,Buff,Female,Neutered,2013,12,29,11,33
3895,Has Name,Dog,104,Hybrid,Black,Male,Neutered,2014,5,22,9,59
3896,Has Name,Cat,156,Hybrid,White,Male,Neutered,2014,2,8,13,24
3897,No Name,Cat,18,Hybrid,Black,Female,Neutered,2013,11,3,14,56
3898,Has Name,Dog,156,Hybrid,White,Female,Neutered,2015,11,19,19,4
3899,Has Name,Dog,156,Hybrid,White,Male,Neutered,2015,5,13,17,22
3900,Has Name,Dog,13,Hybrid,Black,Male,Neutered,2013,10,21,16,52
3901,Has Name,Cat,13,Hybrid,Black,Male,Neutered,2013,12,16,13,48
3902,No Name,Cat,156,Hybrid,Black,Male,Intact,2014,5,19,8,0
3903,Has Name,Dog,520,Hybrid,Buff,Female,Intact,2015,8,2,12,7
3904,Has Name,Dog,40,Hybrid,Brown,Male,Intact,2015,4,29,14,39
3905,Has Name,Dog,156,Hybrid,Tricolor,Male,Intact,2015,7,21,11,32
3906,Has Name,Dog,312,Hybrid,Black,Female,Neutered,2015,2,25,18,36
3907,Has Name,Dog,52,Hybrid,Tricolor,Male,Neutered,2015,10,29,12,8
3908,Has Name,Dog,13,Hybrid,Tan,Female,Neutered,2014,6,11,13,2
3909,Has Name,Dog,52,Hybrid,Brown,Male,Neutered,2015,3,14,15,31
3910,Has Name,Cat,312,Hybrid,Brown,Female,Neutered,2015,7,18,18,5
